Manufacturer,Model_Name,Category,Screen_Size_Inches,Screen,CPU,Cpu_Brands,RAM_GB,Storage,Type of storage,GPU,Gpu_Brand_Name,OS,Operating_System_Version,Weight,Price_Euros
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8.0,1TB HDD,HDD,Nvidia GeForce 920MX,Nvidia,No OS,,2.2kg,"685,00"
HP,ZBook Studio,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,Intel,8.0,8GB SSD,SSD,Nvidia Quadro M1000M,Nvidia,Windows,10,2.0kg,"2249,00"
Dell,Alienware 17,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,Intel,16.0,512GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,4.36kg,"3154,00"
Acer,Aspire F5-573G-510L,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,12.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 950M,Nvidia,Windows,10,2.4kg,"1009,00"
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U 2.50GHz,Intel,8.0,1TB HDD,HDD,Nvidia GeForce 930MX,Nvidia,Windows,10,2.04kg,"846,50"
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,32.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,4.42kg,"3149,00"
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,6.0,256GB SSD,SSD,Nvidia GeForce 920MX,Nvidia,Windows,10,2.4kg,"695,00"
Dell,Alienware 17,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,32.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,4.42kg,"2800,00"
Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.73kg,"2049,90"
HP,Probook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.70GHz,Intel,8.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce 930MX,Nvidia,Windows,10,2.04kg,"979,00"
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,Intel,16.0,512GB SSD +  2TB HDD,SSD,Nvidia GeForce GTX 950M,Nvidia,Windows,10,2.3kg,"1799,00"
Asus,Rog GL753VE-DS74,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.99kg,"1749,00"
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.5kg,"1189,00"
Asus,Rog GL553VE-DS74,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.5kg,"1799,00"
Acer,Nitro 5,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.7kg,"1260,00"
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,8.0,256GB SSD,SSD,Nvidia GeForce 930MX,Nvidia,Windows,10,1.64kg,"1049,26"
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,8.0,1TB Hybrid,Hybrid,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.65kg,"949,00"
Lenovo,ThinkPad P70,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,Intel,16.0,512GB SSD,SSD,Nvidia Quadro 3000M,Nvidia,Windows,7,2.4kg,"2968,00"
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8.0,256GB SSD,SSD,Nvidia GeForce 930MX,Nvidia,Windows,10,1.64kg,"1185,43"
HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,8.0,256GB SSD,SSD,Nvidia GeForce 930MX,Nvidia,Windows,10,2.63kg,"1080,00"
MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.7kg,"1191,80"
Toshiba,Tecra A50-C-218,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,Intel,16.0,256GB SSD,SSD,Nvidia GeForce 930M,Nvidia,Windows,10,2.4kg,"1425,00"
MSI,GT72S Dominator,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 980M,Nvidia,Windows,10,3.78kg,"1545,64"
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 980M,Nvidia,Windows,10,4.6kg,"2289,99"
HP,Noteb Pav,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8.0,1TB HDD,HDD,Nvidia GeForce 940MX,Nvidia,Windows,10,1.91kg,"979,00"
MSI,GT62VR 6RD,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.94kg,"1819,00"
Asus,Rog G752VL-GC088D,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16.0,1TB HDD,HDD,Nvidia GeForce GTX 965M,Nvidia,No OS,,4kgs,"998,00"
MSI,GS63VR 6RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,1.8kg,"1929,00"
Asus,ROG G701VO,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,Intel,64.0,1TB SSD,SSD,Nvidia GeForce GTX 980 ,Nvidia,Windows,10,3.58kg,"3975,00"
Dell,Alienware 15,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 970M,Nvidia,Windows,10,3.21kg,"1329,00"
Lenovo,Ideapad 700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,Intel,4.0,1TB HDD,HDD,Nvidia GeForce GTX 950M,Nvidia,Windows,10,2.3kg,"977,00"
MSI,GT72VR Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,3.78kg,"2499,00"
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,Intel,32.0,512GB SSD +  1TB Hybrid,SSD,Nvidia GeForce GTX 980M,Nvidia,Windows,10,4.6kg,"3240,00"
Asus,Rog GL702VM-GC354T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.7kg,"1599,00"
Acer,Aspire F5-573G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,8.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 950M,Nvidia,Windows,10,2.4kg,"799,00"
MSI,GS70 Stealth,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8.0,256GB SSD,SSD,Nvidia GeForce GTX 965M,Nvidia,Windows,10,2.6kg,"1599,00"
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 980M,Nvidia,Windows,10,4.3kg,"2299,00"
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16.0,512GB SSD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.4kg,"1199,00"
MSI,GE72 Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.9kg,"1511,19"
Asus,Rog GL552VW-CN470T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.59kg,"1339,00"
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,Intel,16.0,256GB SSD +  1TB Hybrid,SSD,Nvidia GeForce GTX 980M,Nvidia,Windows,10,4.6kg,"2749,99"
Asus,Rog GL752VW-T4308T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,3.52kg,"1312,49"
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,8.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,No OS,,2.4kg,"989,00"
HP,Omen -,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,Intel,8.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,3.35kg,"1129,00"
Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,Intel,8.0,512GB SSD,SSD,Nvidia Quadro M500M,Nvidia,Windows,7,1.8kg,"2050,38"
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,4.0,1TB HDD,HDD,Nvidia GeForce 940MX,Nvidia,Windows,10,2.23kg,"616,00"
HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8.0,256GB SSD,SSD,Nvidia Quadro M3000M,Nvidia,Windows,7,3kg,"3949,40"
MSI,GT72S Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 980M,Nvidia,Windows,10,3.78kg,"2399,00"
MSI,GP62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.4kg,"1142,80"
HP,ZBook 15,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8.0,256GB SSD,SSD,Nvidia Quadro M1000M,Nvidia,Windows,7,2.59kg,"2229,00"
HP,ZBook Studio,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8.0,256GB SSD,SSD,Nvidia Quadro M1000M,Nvidia,Windows,7,2.0kg,"1899,00"
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8.0,256GB SSD,SSD,Nvidia GeForce 940MX,Nvidia,Windows,10,2.18kg,"1009,90"
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8.0,1TB HDD,HDD,Nvidia GeForce GTX 1050Ti,Nvidia,Windows,10,2.62kg,"1199,00"
Dell,XPS 15,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,Intel,8.0,256GB SSD,SSD,Nvidia GeForce 960M,Nvidia,Windows,10,2.04kg,"2250,68"
MSI,GP72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.7kg,"1492,80"
MSI,GS40 Phantom,Gaming,14.0,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 970M,Nvidia,Windows,10,1.7kg,"1769,00"
HP,Pavilion 15-cb003nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8.0,1TB HDD,HDD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.62kg,"899,00"
Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,Intel,8.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.62kg,"1498,00"
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,Intel,4.0,1TB HDD,HDD,Nvidia GeForce 920MX ,Nvidia,Windows,10,2.2kg,"468,00"
MSI,PL60 7RD,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8.0,1TB HDD,HDD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.2kg,"839,00"
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8.0,1TB HDD,HDD,Nvidia GeForce 940MX,Nvidia,No OS,,2.2kg,"709,00"
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16.0,512GB SSD,SSD,Nvidia GeForce GTX 960,Nvidia,Windows,10,3.31kg,"1305,00"
MSI,GS60 Ghost,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 970M,Nvidia,Windows,10,1.91kg,"2153,37"
Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,6.0,256GB SSD,SSD,Nvidia GeForce 920M,Nvidia,Windows,10,1.54kg,"831,00"
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8.0,256GB SSD,SSD,Nvidia GeForce GT 940MX,Nvidia,Linux,,1.98kg,"895,01"
HP,Pavilion 15-BC000nv,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,6.0,1TB HDD,HDD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.18kg,"799,00"
Asus,Rog GL552VW-DM201T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.591kg,"909,00"
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,4.0,256GB SSD,SSD,Nvidia GeForce 940MX,Nvidia,Windows,10,2.23kg,"691,00"
Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,4.2kg,"2599,00"
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,8.0,1TB HDD,HDD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.4kg,"819,00"
HP,Pavilion Power,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,12.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.21kg,"1327,00"
Asus,Rog G752VY-GC229T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16.0,512GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 980M,Nvidia,Windows,10,4.3kg,"2150,00"
MSI,GS73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.43kg,"2048,90"
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,Intel,8.0,500GB HDD,HDD,Nvidia GeForce 920MX,Nvidia,No OS,,2.2kg,"629,00"
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8.0,1TB HDD,HDD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.2kg,"1169,00"
Acer,Aspire E5-774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,Intel,8.0,1TB HDD,HDD,Nvidia GeForce 940MX,Nvidia,Windows,10,3.3kg,"629,00"
Asus,Rog Strix,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,2.2kg,"2449,00"
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.2kg,"1749,00"
MSI,GS73VR Stealth,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.43kg,"1948,99"
Asus,ROG Strix,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.9kg,"1949,00"
Acer,E5 774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,Intel,4.0,1TB HDD,HDD,Nvidia GeForce 940MX,Nvidia,Windows,10,3.3kg,"598,00"
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960<U+039C>,Nvidia,Windows,10,2.6kg,"1272,00"
MSI,GP62MVR 6RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.2kg,"1476,11"
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.6kg,"1029,00"
MSI,GL62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.2kg,"1149,00"
Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16.0,1TB SSD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,1.95kg,"3499,00"
MSI,GE72VR Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.7kg,"1598,00"
MSI,GL62 6QF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.3kg,"1169,00"
Dell,Inspiron 7779,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,16.0,512GB SSD,SSD,Nvidia GeForce 940MX,Nvidia,Windows,10,2.77kg,"1799,00"
Asus,Rog GL553VE-FY052T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.5kg,"1600,00"
Asus,Rog GL502VS,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16.0,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,2.34kg,"2325,00"
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,Intel,6.0,128GB SSD,SSD,Nvidia GeForce 920MX,Nvidia,Windows,10,2.4kg,"569,00"
Asus,Rog G752VT-GC073T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 970M,Nvidia,Windows,10,4.0kg,"1900,00"
MSI,GE62 Apache,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8.0,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.4kg,"1229,00"
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8.0,1TB HDD,HDD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.6kg,"899,00"
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,Intel,4.0,500GB HDD,HDD,Nvidia GeForce 920M,Nvidia,Windows,10,2.2kg,"720,32"
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8.0,1TB HDD,HDD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.6kg,"899,00"
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,Intel,4.0,500GB HDD,HDD,Nvidia GeForce 920M,Nvidia,Windows,10,2.2kg,"720,32"
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8.0,1TB HDD,HDD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.6kg,"899,00"
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,Intel,4.0,500GB HDD,HDD,Nvidia GeForce 920M,Nvidia,Windows,10,2.2kg,"720,32"
